,ticker,queryCount,resultsCount,adjusted,results,status,request_id,count
0,AAPL,13,13,True,"[{'v': 81000752.0, 'vw': 80.2125, 'o': 79.4375, 'c': 80.4625, 'h': 80.5875, 'l': 79.3025, 't': 1590984000000, 'n': 231707}, {'v': 87642632.0, 'vw': 80.3801, 'o': 80.1863, 'c': 80.835, 'h': 80.86, 'l': 79.7325, 't': 1591070400000, 'n': 226248}, {'v': 104490584.0, 'vw': 81.084, 'o': 81.165, 'c': 81.28, 'h': 81.55, 'l': 80.575, 't': 1591156800000, 'n': 258867}, {'v': 87560364.0, 'vw': 80.8328, 'o': 81.0975, 'c': 80.58, 'h': 81.405, 'l': 80.195, 't': 1591243200000, 'n': 237171}, {'v': 137248048.0, 'vw': 82.2786, 'o': 80.8375, 'c': 82.875, 'h': 82.9375, 'l': 80.8075, 't': 1591329600000, 'n': 351615}, {'v': 95650900.0, 'vw': 82.7662, 'o': 82.5625, 'c': 83.365, 'h': 83.4, 'l': 81.83, 't': 1591588800000, 'n': 261203}, {'v': 147712228.0, 'vw': 85.3634, 'o': 83.035, 'c': 85.9975, 'h': 86.4025, 'l': 83.0025, 't': 1591675200000, 'n': 402768}, {'v': 166646980.0, 'vw': 87.8736, 'o': 86.975, 'c': 88.21, 'h': 88.6925, 'l': 86.5225, 't': 1591761600000, 'n': 449782}, {'v': 201659684.0, 'vw': 85.7741, 'o': 87.3275, 'c': 83.975, 'h': 87.765, 'l': 83.87, 't': 1591848000000, 'n': 577299}, {'v': 200145124.0, 'vw': 85.0132, 'o': 86.18, 'c': 84.7, 'h': 86.95, 'l': 83.5558, 't': 1591934400000, 'n': 514308}, {'v': 138808720.0, 'vw': 84.8782, 'o': 83.3125, 'c': 85.7475, 'h': 86.42, 'l': 83.145, 't': 1592193600000, 'n': 368615}, {'v': 165428728.0, 'vw': 87.7181, 'o': 87.865, 'c': 88.02, 'h': 88.3, 'l': 86.18, 't': 1592280000000, 'n': 446656}, {'v': 114388504.0, 'vw': 88.4283, 'o': 88.7875, 'c': 87.8975, 'h': 88.85, 'l': 87.7725, 't': 1592366400000, 'n': 321829}]",OK,37236247061f0f8a45a61af37da9db9e,13
